,loss,policy_net_loss,value_net_loss,val_loss,val_policy_net_loss,val_value_net_loss
0,1.8874058723449707,1.0240204334259033,0.8633861541748047,1.44878351688385,0.7079079747200012,0.7408753633499146
1,1.7333375215530396,0.9473654627799988,0.7859721779823303,1.4234031438827515,0.7059653997421265,0.7174378037452698
2,1.6907297372817993,0.9147103428840637,0.7760189771652222,1.4068416357040405,0.69577956199646,0.711062490940094
3,1.657259225845337,0.8895787000656128,0.7676805257797241,1.397236704826355,0.6894406080245972,0.7077962756156921
4,1.6394351720809937,0.8813590407371521,0.7580766081809998,1.3910883665084839,0.6866850256919861,0.7044033408164978
5,1.6040574312210083,0.8473621010780334,0.7566955089569092,1.3853039741516113,0.6820360422134399,0.7032681107521057
6,1.5735208988189697,0.8336367011070251,0.739884614944458,1.386786937713623,0.6812048554420471,0.7055818438529968
7,1.5769270658493042,0.8349059820175171,0.7420212626457214,1.382103443145752,0.6795161366462708,0.702587366104126
8,1.5560474395751953,0.8277291059494019,0.728318452835083,1.3796995878219604,0.6791912913322449,0.7005083560943604
9,1.5251868963241577,0.8045114874839783,0.7206761837005615,1.3814936876296997,0.6813814043998718,0.7001125812530518
10,1.5110840797424316,0.7965633869171143,0.7145211696624756,1.3762366771697998,0.677238404750824,0.6989983916282654
11,1.5256822109222412,0.8096129298210144,0.7160689234733582,1.379015564918518,0.6787285208702087,0.7002871036529541
12,1.4964393377304077,0.7865152359008789,0.709924042224884,1.3817627429962158,0.6792293787002563,0.7025330662727356
13,1.4875322580337524,0.7792807817459106,0.7082511782646179,1.3793563842773438,0.6793338060379028,0.7000225782394409
14,1.4696511030197144,0.7720445394515991,0.6976064443588257,1.378027319908142,0.6796413064002991,0.6983863115310669
15,1.4636236429214478,0.7703117728233337,0.693312406539917,1.3757694959640503,0.6791306138038635,0.696638822555542
16,1.4503017663955688,0.7601286172866821,0.690173327922821,1.3772166967391968,0.6813753843307495,0.6958414316177368
17,1.4344559907913208,0.7531764507293701,0.6812790632247925,1.3817484378814697,0.6835546493530273,0.6981939077377319
18,1.42256498336792,0.7452601194381714,0.6773045063018799,1.3774648904800415,0.6821209788322449,0.6953439116477966
