,loss,policy_net_loss,val_loss,val_policy_net_loss,val_value_net_loss,value_net_loss
0,1.127149224281311,0.5901834964752197,0.8490899205207825,0.45054543018341064,0.3985446095466614,0.5369653105735779
1,1.0665348768234253,0.5710551738739014,0.8291387557983398,0.44943705201148987,0.37970176339149475,0.49548032879829407
2,1.043697714805603,0.5700497031211853,0.8192850947380066,0.4503188729286194,0.368966281414032,0.4736480712890625
3,1.0156867504119873,0.5567361116409302,0.815652072429657,0.4515661895275116,0.3640857934951782,0.45895010232925415
4,1.00912344455719,0.5553869009017944,0.8063369989395142,0.4497612416744232,0.356575608253479,0.4537370800971985
5,0.9964319467544556,0.5577612519264221,0.80323725938797,0.4508312940597534,0.3524061143398285,0.4386710226535797
6,0.9805291295051575,0.5444888472557068,0.7999311089515686,0.450533002614975,0.34939807653427124,0.4360397458076477
7,0.9620684385299683,0.541878342628479,0.7970272898674011,0.4504885971546173,0.34653860330581665,0.420189768075943
8,0.9584434032440186,0.5368995070457458,0.7923038601875305,0.45058923959732056,0.3417145609855652,0.4215438663959503
9,0.9445512890815735,0.5290295481681824,0.7928915023803711,0.4514271318912506,0.34146422147750854,0.41552191972732544
10,0.9388036727905273,0.5243520736694336,0.7885671257972717,0.45054933428764343,0.33801767230033875,0.41445213556289673
11,0.9280391335487366,0.5287007093429565,0.7869867086410522,0.45125359296798706,0.3357331156730652,0.39933836460113525
12,0.9269149899482727,0.5300288796424866,0.7853085994720459,0.4502054452896118,0.3351028859615326,0.3968856930732727
13,0.919445276260376,0.521675705909729,0.7837317585945129,0.4517081677913666,0.33202362060546875,0.39776986837387085
14,0.9194895029067993,0.5242111086845398,0.7809142470359802,0.45078369975090027,0.33013051748275757,0.3952784836292267
15,0.9088459610939026,0.5200572609901428,0.7812709808349609,0.45243117213249207,0.328840047121048,0.38878878951072693
16,0.9005789160728455,0.5176094174385071,0.7819704413414001,0.4506864547729492,0.3312840461730957,0.3829696476459503
17,0.8923037648200989,0.5184409022331238,0.7815602421760559,0.4518141448497772,0.32974615693092346,0.3738628029823303
18,0.8898753523826599,0.5140871405601501,0.7794232964515686,0.4508260190486908,0.32859739661216736,0.3757885992527008
19,0.8922836184501648,0.5146718621253967,0.7795387506484985,0.45273685455322266,0.32680192589759827,0.37761157751083374
20,0.8875657320022583,0.5188931226730347,0.7797238230705261,0.4524098336696625,0.3273138701915741,0.3686726689338684
21,0.8919975757598877,0.5196899771690369,0.7790586948394775,0.4525071978569031,0.32655152678489685,0.372307687997818
22,0.8714746236801147,0.510601282119751,0.7787123322486877,0.452949583530426,0.3257627487182617,0.3608737289905548
23,0.88255375623703,0.5137016773223877,0.7773699164390564,0.45297905802726746,0.3243907392024994,0.36885204911231995
24,0.8697207570075989,0.5063783526420593,0.7765558362007141,0.45246773958206177,0.32408809661865234,0.3633424639701843
25,0.861764669418335,0.5043829679489136,0.7785457372665405,0.45548421144485474,0.32306167483329773,0.3573821187019348
26,0.872623860836029,0.5104910135269165,0.7748288512229919,0.45333173871040344,0.3214971423149109,0.3621327579021454
27,0.860958456993103,0.5034751296043396,0.7755941152572632,0.4548487961292267,0.32074517011642456,0.35748326778411865
28,0.8522704839706421,0.5000535249710083,0.775245726108551,0.453445702791214,0.32180002331733704,0.35221734642982483
29,0.8610789775848389,0.5036572813987732,0.7727914452552795,0.4540873169898987,0.3187039792537689,0.3574213683605194
30,0.8598915934562683,0.505996823310852,0.7736178040504456,0.45412978529930115,0.3194880485534668,0.35389482975006104
