,loss,policy_net_loss,val_loss,val_policy_net_loss,val_value_net_loss,value_net_loss
0,1.3687293529510498,0.7500048875808716,1.0206221342086792,0.5457189083099365,0.4749031960964203,0.6187250018119812
1,1.2874226570129395,0.7109150290489197,1.0020872354507446,0.542147696018219,0.45993947982788086,0.576507568359375
2,1.265236258506775,0.6993612051010132,0.991876482963562,0.5388180017471313,0.4530583322048187,0.5658752918243408
3,1.232450246810913,0.6708581447601318,0.9857894778251648,0.5368367433547974,0.4489525854587555,0.5615922212600708
4,1.21482515335083,0.6667412519454956,0.9810675382614136,0.5361697673797607,0.4448978304862976,0.5480837225914001
5,1.2010416984558105,0.6662511825561523,0.9775514602661133,0.5337386727333069,0.4438130557537079,0.5347909927368164
6,1.1892898082733154,0.6612453460693359,0.9785153865814209,0.5357359647750854,0.442779541015625,0.5280447602272034
7,1.1694484949111938,0.6475133895874023,0.9798175692558289,0.5353124737739563,0.44450512528419495,0.521934986114502
8,1.162519097328186,0.6439340114593506,0.9743329286575317,0.5359418392181396,0.4383910894393921,0.5185854434967041
9,1.1485180854797363,0.63270103931427,0.9740620851516724,0.5334919095039368,0.44057023525238037,0.5158167481422424
10,1.1437339782714844,0.6334842443466187,0.9774922132492065,0.5349693298339844,0.44252294301986694,0.5102494955062866
11,1.1264939308166504,0.6224824786186218,0.9715403914451599,0.5347407460212708,0.4367996156215668,0.5040120482444763
12,1.1280534267425537,0.6216914653778076,0.9725161194801331,0.5362712740898132,0.4362446665763855,0.5063620209693909
13,1.1169229745864868,0.6183456182479858,0.9741538166999817,0.5385194420814514,0.43563467264175415,0.4985775053501129
14,1.0976231098175049,0.6080929636955261,0.9730322360992432,0.5380798578262329,0.4349521994590759,0.489530086517334
15,1.1047701835632324,0.6112620830535889,0.9758501052856445,0.5403439402580261,0.4355061948299408,0.4935077726840973
16,1.0828959941864014,0.6019917130470276,0.9756072759628296,0.5395076870918274,0.436099648475647,0.4809039533138275
17,1.0783424377441406,0.5987773537635803,0.9769014120101929,0.5413705110549927,0.4355309307575226,0.47956475615501404
18,1.053951382637024,0.5868366956710815,0.9811772704124451,0.5438421368598938,0.43733519315719604,0.46711465716362
19,1.0553460121154785,0.5901077389717102,0.9778759479522705,0.5426540970802307,0.4352218508720398,0.4652382433414459
20,1.0647848844528198,0.5941956639289856,0.9799763560295105,0.5446971654891968,0.43527916073799133,0.47058922052383423
