,loss,policy_net_loss,value_net_loss,val_loss,val_policy_net_loss,val_value_net_loss
0,1.0700608491897583,0.6009423136711121,0.46911728382110596,0.8276056051254272,0.4771672785282135,0.35043859481811523
1,1.0587152242660522,0.5968054533004761,0.46191054582595825,0.8249245285987854,0.4759235084056854,0.34900110960006714
2,1.0414119958877563,0.5848844051361084,0.45652684569358826,0.8197197318077087,0.4755447804927826,0.34417518973350525
3,1.037226676940918,0.5828303694725037,0.4543965756893158,0.818246603012085,0.4747607111930847,0.34348592162132263
4,1.0344455242156982,0.5804293751716614,0.45401671528816223,0.8181641697883606,0.4746803641319275,0.34348365664482117
5,1.0247375965118408,0.5758410692214966,0.4488973021507263,0.8156022429466248,0.47417017817497253,0.34143248200416565
6,1.020765781402588,0.5772632956504822,0.443502813577652,0.8145878911018372,0.4740992784500122,0.3404885232448578
7,1.010388731956482,0.571057915687561,0.4393303692340851,0.8111021518707275,0.47353383898735046,0.33756881952285767
8,1.0072258710861206,0.5691090226173401,0.4381161332130432,0.8106215596199036,0.47380882501602173,0.33681291341781616
9,0.9993296265602112,0.5629281997680664,0.43640121817588806,0.8128630518913269,0.47390416264533997,0.3389589190483093
10,1.0052412748336792,0.564775288105011,0.4404655396938324,0.8103198409080505,0.4738856852054596,0.33643436431884766
11,1.0022846460342407,0.5677193999290466,0.4345646798610687,0.8094239830970764,0.47370481491088867,0.3357190191745758
12,0.993119478225708,0.5629326701164246,0.43018639087677,0.807902991771698,0.4735550582408905,0.3343479335308075
13,0.9932869672775269,0.5611320734024048,0.432155042886734,0.807478666305542,0.47283250093460083,0.3346461355686188
14,0.9900563359260559,0.5609433650970459,0.42911282181739807,0.8096641898155212,0.4728466272354126,0.33681726455688477
15,0.9881178140640259,0.5587995648384094,0.4293179512023926,0.8055962324142456,0.4731728732585907,0.33242323994636536
16,0.9815934300422668,0.5599477291107178,0.42164573073387146,0.8049963712692261,0.47298717498779297,0.3320089876651764
17,0.982033908367157,0.5549495220184326,0.427083820104599,0.8058735132217407,0.47281885147094727,0.33305472135543823
18,0.9808022379875183,0.5546067953109741,0.4261954426765442,0.8055881261825562,0.47335419058799744,0.3322341740131378
19,0.9783830046653748,0.5528817772865295,0.42550069093704224,0.8044309020042419,0.47292980551719666,0.33150091767311096
20,0.9782880544662476,0.5546170473098755,0.42367103695869446,0.8048477172851562,0.4735136926174164,0.3313344419002533
21,0.976642906665802,0.5530679225921631,0.4235747754573822,0.8042299151420593,0.474042147397995,0.3301877975463867
22,0.9703903794288635,0.554453432559967,0.4159363806247711,0.8043406009674072,0.47343558073043823,0.3309052884578705
23,0.9728765487670898,0.5537868142127991,0.41909000277519226,0.8028326630592346,0.4731041193008423,0.32972824573516846
24,0.9664961695671082,0.5499144792556763,0.41658154129981995,0.802381694316864,0.472766250371933,0.32961517572402954
25,0.9657238125801086,0.5477723479270935,0.4179505705833435,0.8030143976211548,0.47331419587135315,0.3296997845172882
26,0.9666516184806824,0.5504968762397766,0.41615405678749084,0.8027651309967041,0.47294649481773376,0.3298187851905823
27,0.9638767242431641,0.5492022037506104,0.41467374563217163,0.8015797734260559,0.4738096296787262,0.3277701139450073
28,0.9630396366119385,0.5477079153060913,0.4153309762477875,0.8028122782707214,0.47336941957473755,0.3294426202774048
29,0.9632202386856079,0.5486249923706055,0.4145951271057129,0.8012925982475281,0.473169207572937,0.3281237483024597
30,0.9609943628311157,0.5485163927078247,0.4124780595302582,0.8017579317092896,0.473455548286438,0.3283023536205292
31,0.9592618942260742,0.5463401079177856,0.4129212200641632,0.8020766973495483,0.47395050525665283,0.3281262218952179
32,0.9529858827590942,0.5407598614692688,0.41222622990608215,0.8016273975372314,0.4740856885910034,0.3275420367717743
33,0.9592089056968689,0.5461744666099548,0.4130343496799469,0.800818145275116,0.473769873380661,0.3270481824874878
34,0.9577322006225586,0.5440984964370728,0.41363319754600525,0.8016407489776611,0.4735289216041565,0.3281121253967285
35,0.948661208152771,0.538880467414856,0.4097808301448822,0.802085280418396,0.47443610429763794,0.3276490867137909
36,0.9484097361564636,0.541155219078064,0.4072546064853668,0.8020620346069336,0.47482022643089294,0.32724153995513916
37,0.9534866213798523,0.5426706671714783,0.4108167290687561,0.8014448285102844,0.47499164938926697,0.3264531195163727
38,0.9499066472053528,0.5410690903663635,0.40883776545524597,0.8026624917984009,0.47522687911987305,0.32743576169013977
39,0.9475022554397583,0.5405977964401245,0.40690433979034424,0.7995119690895081,0.47353193163871765,0.32597967982292175
40,0.9495875239372253,0.5417290925979614,0.4078582525253296,0.8007084727287292,0.4734407365322113,0.32726728916168213
41,0.9438893795013428,0.5386534929275513,0.4052366316318512,0.7994564175605774,0.4739934206008911,0.3254627585411072
42,0.9422928690910339,0.5400785803794861,0.4022137522697449,0.8003063201904297,0.47402721643447876,0.3262792229652405
43,0.9436116814613342,0.5410683751106262,0.4025430679321289,0.7992103099822998,0.4741124212741852,0.3250977396965027
44,0.9426151514053345,0.5368421673774719,0.4057726562023163,0.7982813715934753,0.47434982657432556,0.32393115758895874
45,0.9500964879989624,0.5417987108230591,0.40829724073410034,0.7995443344116211,0.4745861291885376,0.3249579966068268
